Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
852100,361357.8,10217.4,616,363.80313,0.023314537,300.73535,18.069654,55.585083,0.70287114,367.34915,442.81747,8876.8662,176333.41
852101,361357.8,10218,638,371.16638,0.017763335,301.52011,18.453562,57.753952,0.5191589,436.49487,512.42108,10023.038,225709.2
917590,361358.4,10189.8,274,115.0493,0.11175427,91.336044,17.13732,30.260721,0.19492321,84.662094,113.74043,4548.3306,91384.922
917591,361358.4,10190.4,316,141.26674,0.14128155,93.08844,17.777752,29.762432,0.3559041,81.876701,112.09396,5449.4761,109978.92
917592,361358.4,10191,390,187.92639,0.2215813,94.536392,17.625961,29.275658,0.27808499,69.090378,103.23626,6799.5933,135540
917593,361358.4,10191.6,517,250.60472,0.24496523,91.670967,16.729752,29.471973,0.21840785,66.925514,113.38284,8807.8164,172674
917594,361358.4,10192.2,723,335.58572,0.056288578,86.030273,14.787897,37.300407,0.21840785,208.02377,273.71371,11016.398,202117.69
917595,361358.4,10192.8,877,502.41873,0.045841768,52.684723,13.701688,58.239475,0.50367594,283.04456,371.11386,14398.23,310696.56
917596,361358.4,10193.4,840,493.61899,0.046801172,54.896294,12.516347,39.019302,0.98538852,277.30609,364.0596,12493.771,235959.84
917597,361358.4,10194,837,494.04904,0.037361216,54.722893,11.875583,38.919823,1.4525219,317.10983,407.64252,11947.546,218404.8
917598,361358.4,10194.6,857,505.71011,0.027071223,51.397964,11.648016,52.273457,1.9469076,392.09006,484.50897,12536.206,248915.52
917599,361358.4,10195.2,872,543.52936,0.020009037,40.598026,12.485501,63.744244,2.4881878,490.56259,584.25623,13115.448,287147.53
917600,361358.4,10195.8,888,593.01404,0.022912618,30.299603,13.899302,63.603741,3.0515089,474.40668,570.29565,13447.635,308709
917601,361358.4,10196.4,895,615.59106,0.020427696,25.753582,14.320783,63.444359,3.6266148,513.61285,615.3772,13292.887,305397.72
917602,361358.4,10197,935,618.89099,0.021083619,22.447956,13.738155,63.157921,4.2056913,503.52768,607.35059,14217.676,336846.59
917603,361358.4,10197.6,1004,587.13995,0.028548406,25.785902,11.524062,55.389336,4.7847681,402.47299,508.37573,16101.345,404345.16
917604,361358.4,10198.2,983,576.08234,0.031185731,26.022749,10.786626,55.40086,4.8644581,378.47171,481.8027,14741.364,346653.38
917605,361358.4,10198.8,910,555.90417,0.035323091,29.174473,9.3865042,39.464615,4.8862662,341.36902,444.70862,11155.356,191642.77
917606,361358.4,10199.4,928,562.172,0.03379358,29.734997,9.2823801,40.935516,4.9080744,352.44504,457.21707,11203.826,188619.12
917607,361358.4,10200,957,567.10663,0.030803207,27.404995,9.0650702,41.405628,4.929882,375.319,480.99362,11655.263,199478.88
917608,361358.4,10200.6,967,570.03601,0.025431385,19.326847,8.7975283,43.788994,4.9516902,423.66098,530.72687,11554.139,193791.95
917609,361358.4,10201.2,1045,612.1629,0.022840053,11.9056,10.656568,62.771725,4.9734979,470.84253,580.34985,14062.98,294671.88
917610,361358.4,10201.8,1077,647.7984,0.022129752,7.1567369,12.06755,62.827557,4.995306,496.95193,606.50806,15165.113,340567.19
917611,361358.4,10202.4,1043,669.46332,0.01955362,3.4293921,13.066406,63.088192,5.0171137,543.58936,655.92584,13748.919,288127.09
917612,361358.4,10203,1010,638.44556,0.022534138,1.2876447,11.549932,63.170322,5.0389218,478.30606,596.68677,12614.968,248822.64
917613,361358.4,10203.6,995,573.87347,0.026646188,359.35297,8.5483627,54.948799,5.0607295,409.87216,520.2301,12055.633,230216.77
917614,361358.4,10204.2,991,578.00916,0.024467904,358.70758,8.6464567,44.956757,4.9527054,435.06458,544.84613,11630.296,206983.44
917615,361358.4,10204.8,1041,605.21899,0.021642696,359.26505,9.8676004,62.06554,4.3614774,483.36301,592.79639,13057.8,256892.05
917616,361358.4,10205.4,1058,592.32977,0.015902357,353.42068,9.7583303,62.995457,3.7730203,573.08954,684.15729,13529.545,275132.16
917617,361358.4,10206,973,573.04523,0.024861427,349.07471,8.8254356,51.101826,3.188868,425.00583,538.19092,10718.44,170891.28
917618,361358.4,10206.6,1009,597.47742,0.017882388,346.46747,10.564271,63.485916,2.6119101,537.2561,647.96704,12587.377,248715.36
917619,361358.4,10207.2,1015,614.31555,0.019434176,341.59741,12.309919,63.647167,2.0482359,521.59869,630.2569,13632.536,308484
917620,361358.4,10207.8,925,601.05457,0.019811787,336.15906,12.641421,62.805996,1.5127679,507.01709,617.44751,11218.539,230779.08
917621,361358.4,10208.4,941,611.15869,0.015163288,330.81024,13.746116,65.11644,1.0496012,602.92932,711.68073,12875.505,315694.09
917622,361358.4,10209,991,647.0932,0.015222308,328.46408,15.559204,65.529633,0.79678017,619.95752,730.88336,15519.007,438532.56
917623,361358.4,10209.6,885,597.84918,0.016664587,325.56628,14.678904,65.767738,0.79317278,570.08789,671.4342,11532.855,253221.84
917624,361358.4,10210.2,843,575.21265,0.017893197,322.85706,14.989972,52.824703,0.77326292,542.64026,635.58722,10581.307,211144.69
917625,361358.4,10210.8,814,575.0401,0.018047038,321.42648,16.658169,66.177605,0.78765631,542.50061,632.77753,11325.371,262297.09
917626,361358.4,10211.4,737,520.26239,0.017828589,318.09402,16.303886,55.925682,0.80390292,523.53497,605.56061,8955.4258,166610.16
917627,361358.4,10212,738,517.29498,0.016904237,318.11267,17.778749,52.230637,0.82014954,542.97626,620.12073,9780.6885,206956.44
917628,361358.4,10212.6,692,480.49002,0.017149005,315.1304,17.657795,53.186295,0.8363961,517.8493,593.3728,8883.0537,180558.72
917629,361358.4,10213.2,653,426.94241,0.012969181,309.95386,16.895473,52.212799,0.85264271,574.85559,643.18115,7992.4819,147981.95
917630,361358.4,10213.8,667,429.97003,0.015897399,309.72522,18.544107,54.109203,0.86888933,516.99005,582.98987,9101.2734,201164.05
917631,361358.4,10214.4,654,400.7038,0.020526176,306.72049,18.069408,54.666092,0.88513595,429.11111,495.29349,8826.7061,187491.59
917632,361358.4,10215,642,386.95367,0.019464467,304.01407,17.166611,53.441601,0.90138251,432.42914,499.81946,8300.7197,156680.64
917633,361358.4,10215.6,653,395.36597,0.023868078,302.81467,17.852194,55.393635,0.96178859,390.14096,456.24261,9105.8828,197435.88
917634,361358.4,10216.2,655,388.34323,0.023473604,300.84973,17.836935,56.187984,0.94460714,387.02374,455.95599,9317.2471,200826
917636,361358.4,10217.4,664,378.50607,0.021847637,297.38333,17.7493,57.017422,1.1387957,390.58167,466.59396,9959.5254,219397.69
917637,361358.4,10218,646,354.43497,0.013067319,296.48178,16.417395,57.748631,0.99478334,507.36713,583.82135,9868.7793,208328.77
983126,361359,10189.8,38,18.695637,0.056501832,86.652,3.6486599,21.831005,0.30746764,46.77322,64.482788,138.09727,690.12
983131,361359,10192.8,868,506.68051,0.036093723,53.982243,13.56346,57.368679,0.14597081,333.216,420.00665,14253.593,307355.75
983132,361359,10193.4,841,493.76495,0.048655566,56.544674,12.18907,38.43565,0.71281302,271.60999,357.10736,12477.898,236339.64
983133,361359,10194,832,491.99017,0.044497367,56.445297,11.390308,38.320301,1.3093897,283.18607,372.74857,11696.702,210406.31
983134,361359,10194.6,840,501.68384,0.032075297,53.394264,11.152901,51.73336,1.9081144,351.55209,443.33768,11977.239,232574.77
983135,361359,10195.2,860,533.81439,0.020870509,43.673859,11.305865,63.161774,2.5074489,473.93555,566.93536,12414.979,254077.2
983136,361359,10195.8,881,587.21399,0.022316081,31.244654,13.030557,63.019913,3.1070402,479.72443,575.03485,13156.74,298317.25
983137,361359,10196.4,895,614.32794,0.02332883,25.517195,13.715321,62.862759,3.7067637,474.64554,575.25262,13234.432,304932.59
983138,361359,10197,937,617.66919,0.021408807,22.867794,13.38553,62.575756,4.3065643,498.29926,602.125,14216.183,339132.25
983139,361359,10197.6,963,571.33124,0.031881373,27.90584,10.641575,54.789394,4.906414,369.84424,474.54828,14809.921,364040.62
983140,361359,10198.2,978,573.22083,0.02936985,27.67709,10.377226,54.801048,5.4640617,392.75787,495.23923,14366.569,332121.59
983141,361359,10198.8,907,545.95184,0.033104476,31.040972,8.6516619,38.875225,5.4858699,353.67905,455.23825,10953.834,186431.05
983142,361359,10199.4,898,544.11847,0.035009384,31.222372,8.1830482,38.994514,5.5076776,339.47876,441.93604,10268.878,162447.12
983143,361359,10200,934,565.72888,0.034203935,27.145792,8.579958,41.142574,5.5294857,352.00742,455.90155,10897.712,178964.64
983144,361359,10200.6,968,580.72437,0.028699972,19.375086,8.7025642,42.286888,5.5512934,398.17798,504.25385,11530.97,196160.77
983145,361359,10201.2,1052,612.5202,0.022248415,10.943284,10.109946,62.179829,5.5731015,480.29056,588.18726,14094.901,295092
983146,361359,10201.8,1088,647.41565,0.017966783,5.8708692,11.722824,62.226994,5.5949092,562.33936,672.91681,15514.669,357926.41
983147,361359,10202.4,1050,661.21094,0.022325773,3.4718053,12.345704,62.490154,5.6167173,496.09558,610.05878,13773.418,287894.88
983148,361359,10203,1021,624.24115,0.020595418,4.4668608,10.640924,62.573971,5.6385255,500.02768,617.15723,12796.51,254671.2
983149,361359,10203.6,1004,577.26294,0.02727058,2.7322845,8.4659157,54.359894,5.6603332,405.68393,515.75635,12171.46,232447.69
983150,361359,10204.2,962,556.90631,0.028348792,356.74521,7.6892242,39.923332,5.083251,391.59152,496.85391,10791.225,182340
983151,361359,10204.8,1008,588.90833,0.021868916,358.97849,9.1284714,50.760391,4.5091729,473.49515,581.72156,11905.62,210290.05
983152,361359,10205.4,1054,589.43835,0.014856225,356.8017,9.8083687,61.592556,3.9428208,596.85028,706.10602,13898.754,311465.16
983153,361359,10206,950,561.03113,0.023424722,348.3783,8.185071,45.065205,3.3880718,437.56238,548.60681,10036.657,149071.69
983154,361359,10206.6,1003,604.80084,0.021919267,344.27747,11.078375,62.954288,2.851706,480.40482,588.84106,12545.775,254530.8
983155,361359,10207.2,1030,632.08783,0.014639017,339.13083,12.821019,63.784172,2.3463638,627.56274,736.61011,14255.639,340830.38
983156,361359,10207.8,940,618.71033,0.012583707,329.67853,13.016365,64.211143,1.8970026,677.22174,786.03937,12120.824,285572.16
983157,361359,10208.4,975,631.91003,0.016235694,329.34055,14.198939,64.470673,1.5530019,589.06464,699.35413,14347.73,384001.91
983158,361359,10209,940,624.89709,0.015778091,329.4317,14.102859,60.792145,1.3946365,596.53424,705.47552,12794.324,295554.59
983159,361359,10209.6,869,600.75073,0.018264879,324.06976,14.232294,64.835167,1.391639,541.91589,642.90039,10853.334,226675.8
983160,361359,10210.2,845,584.96045,0.017854068,322.81622,14.69543,54.629013,1.3729626,546.48273,641.65204,10378.2,203470.2
983161,361359,10210.8,795,568.54218,0.021356845,321.01129,15.264073,49.447506,1.3874364,485.32925,578.38593,9698.1201,184317.12
983162,361359,10211.4,754,543.65961,0.021128278,316.7728,16.095043,51.18264,1.4036829,482.25946,568.63873,9250.9727,181638.36
983163,361359,10212,744,527.80688,0.015218419,315.65784,16.974457,52.333225,1.4199295,574.00757,660.17285,9550.5723,197249.41
983164,361359,10212.6,685,470.42844,0.017347837,309.84229,16.033613,51.205528,1.4361762,503.08585,583.75293,8104.8047,147789
983165,361359,10213.2,693,460.93338,0.016260222,308.15854,17.268827,53.211082,1.4524227,521.92218,596.84393,9041.8818,192118.31
983166,361359,10213.8,675,434.39111,0.014982777,305.26578,17.306007,53.816784,1.4686693,530.3606,603.59998,8822.9941,185259.23
983167,361359,10214.4,649,404.86615,0.020469716,301.63107,16.533569,52.503498,1.484916,427.20651,498.54544,8048.5513,147176.64
983168,361359,10215,666,409.98175,0.02435521,300.7775,17.130356,54.572887,1.5011625,389.40735,459.92947,8908.5918,186369.84
983169,361359,10215.6,669,402.70587,0.023691267,298.91803,17.195293,55.343361,1.4006323,393.26413,462.17322,9089.2588,187472.88
983170,361359,10216.2,647,382.73499,0.022898655,296.10086,16.862392,53.857197,1.0402308,391.25375,458.29913,8629.6855,164091.95
983172,361359,10217.4,651,350.64465,0.018592739,290.44846,15.676069,56.909477,1.0779403,411.85422,486.81824,9212.4717,178126.92
983173,361359,10218,619,302.22931,0.024176328,284.67874,13.95073,46.176365,1.4677652,324.07629,396.34927,8805.9805,161944.56
1048662,361359.6,10189.8,33,12.238441,0.25199324,357.79291,2.0574448,7.2487464,0.23376603,8.4022322,24.704357,102.36693,418.32001
1048667,361359.6,10192.8,865,509.19397,0.05448734,55.313881,13.258341,56.497559,0.10533262,255.99382,342.6879,14079.778,301280.41
1048668,361359.6,10193.4,833,497.2319,0.044525854,58.091099,11.939351,37.85593,0.70533264,290.17868,374.60907,12246.326,230214.59
1048669,361359.6,10194,825,494.30185,0.041588295,58.31958,11.142152,37.720795,1.3053327,297.40717,386.46973,11472.729,204181.56
1048670,361359.6,10194.6,825,496.28464,0.033511952,55.642021,10.498152,51.197014,1.9053326,339.62436,431.39041,11364.772,209324.52
1048671,361359.6,10195.2,841,528.81464,0.028146485,45.409618,10.530877,51.049553,2.5053327,392.9014,485.8974,11686.387,225790.56
1048672,361359.6,10195.8,870,584.86047,0.023146344,31.901577,12.387524,62.43594,3.1053326,468.16769,563.49475,12788.232,285636.25
1048673,361359.6,10196.4,893,613.96356,0.024855224,25.442497,13.157632,62.28204,3.7053325,455.84894,557.14392,13332.173,313073.62
1048674,361359.6,10197,924,608.75336,0.024716441,23.639271,12.642954,61.982372,4.3053327,452.75308,556.3302,13780.644,324869.41
1048675,361359.6,10197.6,943,563.6037,0.027161889,29.964813,10.157798,61.882034,4.9053326,407.04706,510.63651,14142.998,342760.31
1048676,361359.6,10198.2,939,561.68756,0.028223064,29.018194,9.6354427,54.201237,5.3685846,398.8187,500.09241,13323.94,302089.69
1048677,361359.6,10198.8,899,542.20996,0.034677442,33.369907,8.2804079,40.152748,5.2834496,341.7756,443.26672,10723.413,181558.8
